,Experimental_RT,Predicted_RT
0,2.26,3.119999885559082
1,2.12,3.3399999141693115
2,24.64,17.440000534057614
3,19.43,16.860000610351562
4,9.13,9.199999809265137
5,13.06,14.149999618530273
6,21.64,20.59000015258789
7,8.95,6.389999866485597
8,15.77,15.65999984741211
9,10.32,9.479999542236328
10,5.57,3.619999885559082
11,8.38,8.729999542236326
12,16.42,15.270000457763672
13,23.9,20.940000534057614
14,20.29,19.61000061035156
15,22.61,22.01000022888184
16,18.03,15.1899995803833
17,15.69,16.5
18,15.36,14.390000343322756
19,3.39,3.130000114440918
20,3.72,6.420000076293945
21,9.46,10.199999809265137
22,20.77,16.719999313354492
23,8.72,6.579999923706055
24,18.09,11.3100004196167
25,18.1,16.979999542236328
26,15.09,13.5600004196167
27,19.38,17.950000762939453
28,17.57,15.949999809265135
29,8.42,10.5600004196167
30,2.22,4.300000190734863
31,1.15,2.8299999237060547
32,16.59,16.319999694824222
33,22.65,20.209999084472656
34,24.1,19.350000381469727
35,15.55,14.079999923706055
36,3.65,3.5899999141693115
37,22.54,20.01000022888184
38,22.52,19.549999237060547
39,3.0,3.4800000190734863
40,14.6,15.210000038146973
41,11.69,12.609999656677244
42,16.3,14.949999809265135
43,16.38,16.510000228881836
44,8.73,8.100000381469728
45,25.44,21.59000015258789
46,1.69,2.1199998855590816
47,4.47,3.359999895095825
48,9.38,10.760000228881836
49,11.76,12.8100004196167
50,23.25,22.07999992370605
51,21.73,18.38999938964844
52,1.48,1.7999999523162842
53,10.18,9.369999885559082
54,6.4,8.029999732971191
55,17.49,17.239999771118164
56,23.45,21.450000762939453
57,2.63,3.3299999237060547
58,4.58,3.539999961853028
59,11.12,10.90999984741211
60,9.55,8.890000343322754
61,25.39,23.76000022888184
62,12.99,14.640000343322756
63,18.63,18.36000061035156
64,2.02,1.9299999475479128
65,10.54,11.109999656677246
66,13.34,13.720000267028807
67,8.91,8.770000457763674
68,6.79,6.139999866485597
69,11.34,10.800000190734863
70,24.6,21.31999969482422
71,5.49,4.329999923706056
72,20.19,18.07999992370605
73,7.53,7.309999942779541
74,6.06,7.559999942779541
75,13.61,14.09000015258789
76,16.8,16.950000762939453
77,7.17,5.71999979019165
78,21.63,17.8700008392334
79,8.9,9.210000038146973
80,10.89,10.760000228881836
81,1.88,2.630000114440918
82,23.93,21.899999618530273
83,13.36,12.920000076293945
84,22.61,19.850000381469727
85,16.55,14.6899995803833
86,18.47,17.440000534057614
87,23.88,18.59000015258789
88,6.19,8.289999961853027
89,3.27,6.4000000953674325
90,13.21,11.4399995803833
91,21.31,16.870000839233402
92,25.04,22.920000076293945
93,1.6,1.8799999952316284
94,13.65,11.899999618530273
95,15.28,13.25
96,13.62,14.239999771118164
97,10.18,10.329999923706056
98,23.75,20.100000381469727
99,15.07,12.640000343322756
100,11.44,11.609999656677244
101,9.37,9.539999961853027
102,16.91,16.079999923706055
103,14.11,12.609999656677244
